item_id,content_type,condition,provisional_unit,event_index,sorted_replicate_rank,signal_kind,dtype,shape,content_sha256,sample_sha256
eis:ES10:ES10C1:e001:r002,eis_matrix,ES10,ES10C1,1,2,,<f8,"[59,18]",b0679ef981efd2d189dfe006ff730d35ff89b4a856053b2c560273f53b52f336,e31e879833ad7c0f2a73a6889858244c39635a364f06fd167118a962d267a428
eis:ES10:ES10C1:e001:r003,eis_matrix,ES10,ES10C1,1,3,,<f8,"[59,18]",6932ba037a1a8e054b266683bf3296d7c3d9d63812c2a9597d2840348e03274d,3e5eaf30210ad3d91dee0d5a080f3c75e1b585d63610e479e06a61e7706a09aa
eis:ES10:ES10C1:e001:r004,eis_matrix,ES10,ES10C1,1,4,,<f8,"[59,18]",4ebc3b60a7837f1ed7d87970e95b987d0cd55c2aec1f8e572f24798049b53f2d,5910948a0f55653303a02f5cb5897f535f7aeb9d5d9ee9d63e0c33b11ca91dc7
eis:ES10:ES10C1:e002:r000,eis_matrix,ES10,ES10C1,2,0,,<f8,"[59,18]",9e948aa2d32585b87afe495e141d46e9722c796100463290e8066785cbfbe0bd,c9a0240a95ed2ea7fef86e00e71d1cb5e47271e3f1a23c2cfcd34b1817cda18d
eis:ES10:ES10C1:e002:r001,eis_matrix,ES10,ES10C1,2,1,,<f8,"[59,18]",4164d01377b43ca02c46c029063534f3462fd43c3f43081f7adbc42c4a66ed1b,ca41c3e73c821f4961b4967ac4bfc86229d5f34414419a4aff069327f9493cf7
eis:ES10:ES10C1:e002:r002,eis_matrix,ES10,ES10C1,2,2,,<f8,"[59,18]",91f2d1a60bbbcc1a6fead9bd03660b33e067b33b6c057b98be281ed244a0bed2,cd3191b2f07d732137db23addf1ef88cad56952a853d577478290b1ba4866b47
eis:ES10:ES10C1:e002:r003,eis_matrix,ES10,ES10C1,2,3,,<f8,"[59,18]",15290d12df59a6a0f388b0f33bcd97964e973828b1fbb284f7f411233a78e069,5469f751139da35b7359359ae5f9169ef03238c5ac7bba8e8970e67f31baee6d
eis:ES10:ES10C1:e002:r004,eis_matrix,ES10,ES10C1,2,4,,<f8,"[59,18]",edaf88518e3060bb13b21daea80f21b659f9b10758be3ef1e934f7cee707b9c0,a8477be3be486aaf7213b4748092913ebb398b1a8f7cc1ff61bebf5d38041350
eis:ES10:ES10C1:e003:r000,eis_matrix,ES10,ES10C1,3,0,,<f8,"[59,18]",285c1a46145d6fa3a3daaf2ddee8e15bd193719fb879c3a561e12b0417350e37,f8c8f66abd525533c499619dfcd44eb23defdaeb3225e176c7654ada7ecfeb59
eis:ES10:ES10C1:e003:r001,eis_matrix,ES10,ES10C1,3,1,,<f8,"[59,18]",092565f63e7653574720141a542170b2b80ae40cdc03f5586919f4216b0fe6ce,c1c0a7759dbe7e242362546935aa0b339bcc6840e88c6c07e8664c210d0ad57b
eis:ES10:ES10C1:e003:r002,eis_matrix,ES10,ES10C1,3,2,,<f8,"[59,18]",522f035891984af8eb706173cf0917a35de7b966da6b754c2b1dbc43bba69c96,deca056886cc257f16315b61331728310549b57a09e6524b909069ce9ea23992
eis:ES10:ES10C1:e003:r003,eis_matrix,ES10,ES10C1,3,3,,<f8,"[59,18]",a4c75a2837cec08c2ef26ca4b79f4618a7545e2bd9f5fe0e28edb0cb1fedcb9b,96442f2dbcde435ac571e2c2f457b739a3347525cbc664520e16ae84aa082d1a
eis:ES10:ES10C1:e003:r004,eis_matrix,ES10,ES10C1,3,4,,<f8,"[59,18]",d1d443f4b5e3baf03aab2783df7af5277a83fec010a5868cfb4a8e59053977fd,cc814b39ee20298978264f0d9b92107ffb998dc888c8042e8568b21309da679c
eis:ES10:ES10C1:e004:r000,eis_matrix,ES10,ES10C1,4,0,,<f8,"[59,18]",85f5bbc10ff89e280fffa6636b7583063d29eea6f72ee6052574d4bc6fb1334d,7a4279a876cbc6f6e662733e457f646c1410fc94dd8f884e9edd219809150327
eis:ES10:ES10C1:e004:r001,eis_matrix,ES10,ES10C1,4,1,,<f8,"[59,18]",ecdfb4f8c4ad8af5fd22155eda22a17a9757eab6c49e6f77f98ce4761d5e68d7,4779e651c8f3a241f158b5655039fbba71f09608cbc44b5ec75d984ba743267b
eis:ES10:ES10C1:e004:r002,eis_matrix,ES10,ES10C1,4,2,,<f8,"[59,18]",ada9408880f34ac7fb16634d9e4eacb60d41cfe37c88a4e9c317888b9fb61c2a,d50373017149f482b08acd5cd2dcc83f70b08c4bad2d7ea1fdd1226bc99342ac
eis:ES10:ES10C1:e004:r003,eis_matrix,ES10,ES10C1,4,3,,<f8,"[59,18]",4b138e425a57b943c8c18c328ab888b1d438ba6b05d8a41df075a94ddd1126ec,6737a3bea1dc61480839ff2639e1c38238fcbc942de05799838ce18e4e9900f7
eis:ES10:ES10C1:e004:r004,eis_matrix,ES10,ES10C1,4,5,,<f8,"[59,18]",23094edfbdb9f54535fa36bf89f33f2967d1d51068618fb78c4f6061ff957327,3629ba895b3fcc37d00a28d2e0f5cace4738a935eedc705e67fd12e0c73026c0
eis:ES10:ES10C1:e004:r005,eis_matrix,ES10,ES10C1,4,4,,<f8,"[59,18]",47087623520011eca218033b95888e1bee9c3f7d01c5e9cdfc915a94ec70b4ed,64c44beeaf7846ab4826b83fffb86dbfa2e87012a3a0adfe528ad2b4b7571bc5
eis:ES10:ES10C1:e005:r000,eis_matrix,ES10,ES10C1,5,0,,<f8,"[59,18]",525d4714419d8d3090d25cb5419d4405f85902a3e3360cab41ed127de8610c98,70d884ffa4924f53d6e76f2c1ee4f2d71eff888ac2ad78b948269797d20d2ca0
eis:ES10:ES10C1:e005:r001,eis_matrix,ES10,ES10C1,5,1,,<f8,"[59,18]",313b4a48008ac7dbea766a79bcf8b451ca171615f86609d3d5f2149547c0731c,4157c833d27aee454b513414209aab9b5ffae8ff450e7d6e0f01c6cb2424d0e1
eis:ES10:ES10C1:e005:r002,eis_matrix,ES10,ES10C1,5,2,,<f8,"[59,18]",bd6f780665b011f2c282805bba96e872fd8d9c2cc27d46347b7ad6fbaa57fc79,baefb016eb64c5f80205ac85da93396b0cbfb0505b43b0a655742c787cb687df
eis:ES10:ES10C1:e005:r003,eis_matrix,ES10,ES10C1,5,3,,<f8,"[59,18]",26de627881d4b9c8febbdc8e8d19d09c3dd9c1a44def8faa37462696608452a6,c1909464651630bfb421427c46635e6188191d73302a338f5a74f841aa5dd126
eis:ES10:ES10C1:e005:r004,eis_matrix,ES10,ES10C1,5,4,,<f8,"[59,18]",5fa6d8efe1ab341ff2a643eb8308e94fb9e3754d5996f4cdb549f7d2a64138e7,b82f1faf6746e858635575f72fb17656aede73e5bab978d78408b53afb46b08e
eis:ES10:ES10C1:e006:r000,eis_matrix,ES10,ES10C1,6,0,,<f8,"[59,18]",ad697573cdce2993135cd581757f9e476dc4d9ffff702416694e03afe6f3213a,5a754982df677fce27b0e983bb722a8b4e5c96c9d0aeda0fa93021aaf06e11f5
eis:ES10:ES10C1:e006:r001,eis_matrix,ES10,ES10C1,6,1,,<f8,"[59,18]",b17df5113cc8b646fcf03f599183c7dce21f2cf170778dd8b8a54dbaba263744,18418be78f732d4223db71bef23f0f64b4e66b91ffc1c82983bc98966a042cd3
eis:ES10:ES10C1:e006:r002,eis_matrix,ES10,ES10C1,6,2,,<f8,"[59,18]",5ac91ff6aac3539dfccda9a2bc3c5f6623b32e4e145b8fcc44c24936518ec316,1348b23a236eedcdf368c3d6d183e29fa9b0aeb16a564e3cc32271cba2c09976
eis:ES10:ES10C1:e006:r003,eis_matrix,ES10,ES10C1,6,3,,<f8,"[59,18]",6bc70ecbe1da363791246cec2cae90bee50bfe39145624d3360f19ed17441002,6f4db2a016618cc7fbab09e553ab9091ad7f3bb3abc0c265f487331afb0c3fa8
eis:ES10:ES10C1:e006:r004,eis_matrix,ES10,ES10C1,6,4,,<f8,"[59,18]",82af02b3beabc63642b22e24fdee0f21ac80d2d6fbf1127fc6df38337c18f37d,2258b75f81998337912c2963670936c20069136612683c9c39b8cd1850106310
eis:ES10:ES10C1:e007:r000,eis_matrix,ES10,ES10C1,7,0,,<f8,"[59,18]",ef4a41b3308700028bdc26829461fd5c37e4d44895f9afcd68d5d3f2cd6aa28c,4c2a94a3b76f477cc498b3dc872d539b9f1fdb93b61445e4d5c886c19bcda117
eis:ES10:ES10C1:e007:r001,eis_matrix,ES10,ES10C1,7,1,,<f8,"[59,18]",824ead3163131bd36d88a9866ab8208f338f0ea9622fef5822bb5b82895db2b2,e1e57e3241abc6fe0853177e29dabe2e14d3caee60a1db5d4bad499223ea7a48
eis:ES10:ES10C1:e007:r002,eis_matrix,ES10,ES10C1,7,2,,<f8,"[59,18]",bdded5cdd5b929aee56824c251ef53b4019f2a486a23e81dc969dc46a8a544a0,f67a4fba102397a6aa964a1231a07dd1e04e5e8a9f5d8a146e0f95ccd9205cad
eis:ES10:ES10C1:e007:r003,eis_matrix,ES10,ES10C1,7,3,,<f8,"[59,18]",7109bd07bc038acad98ddaa1f135fc7d97e671d98ace031949ee0c9429053505,9c24080b9f08f3973c16847b830514ce443ac3e15d478c1d81d51035e14812a6
eis:ES10:ES10C1:e007:r004,eis_matrix,ES10,ES10C1,7,4,,<f8,"[59,18]",3abf745a08250e0a238ba10273a2489ab46e568f405171b4722ca30ac419a5a6,27f8254192992fb93234d5cc29863d1b95d5d78f328815445dc37f50eeb62f2a
eis:ES10:ES10C1:e008:r000,eis_matrix,ES10,ES10C1,8,0,,<f8,"[59,18]",189d7d7689af22babdee1a6b7c576ef28ae8d7db60ef03757949366c97cc7493,8a337cf22789b01a7a9f268a9fb7bab53bc8e721defe0f92ce1f3babedfb11fe
eis:ES10:ES10C1:e008:r001,eis_matrix,ES10,ES10C1,8,1,,<f8,"[59,18]",6337d9d814bb4c4a07cd3b6666a9d6d61b6ffb9dd087c9e66fde824ff0eac254,264a3d9bd2a6d83751e6ade3c6220907acdacf4d612c169734bdd2f09e8cb18a
eis:ES10:ES10C1:e008:r002,eis_matrix,ES10,ES10C1,8,2,,<f8,"[59,18]",fb210a574b1a39d5c92321f7365333c38b0496df93de1ac83b3255fb4a5be377,d3d4fc5096c35b110b65451b1405efa49299c01d6335d6443ef568b4283d24e0
eis:ES10:ES10C1:e008:r003,eis_matrix,ES10,ES10C1,8,3,,<f8,"[59,18]",6a8ba85442d7787b7225a6b92abc9caff4006b6d7ac2536852ad566e352294e1,79c020ba8602f76838977587896f17db447fafdd07a57d17336ec302485bb815
eis:ES10:ES10C1:e008:r004,eis_matrix,ES10,ES10C1,8,4,,<f8,"[59,18]",c58e0c92c4ed2d9087ad434d22a4dcbc511ecc7d71003a25e43bda70221e3f26,00590311b683dd86057bc8a333d1ce87bef93cafcc9dd7fec78dbee2e5edd8ce
eis:ES10:ES10C1:e009:r000,eis_matrix,ES10,ES10C1,9,0,,<f8,"[59,18]",a778c6da520e3c2883a4a9d54060c64e7971eb89b36067d2545c6e4dbebce101,ace3e3e6800b36af13066dd7141a572f5927b10dd6c31148cc961927f68fa925
eis:ES10:ES10C1:e009:r001,eis_matrix,ES10,ES10C1,9,1,,<f8,"[59,18]",8e5e6077a4eae68072a4a89ca2f224de7f629bbf1beb0cefb9619062fe508e33,d5b3bfc2f7f7732417cb289b35fafd56e777fe78d71ec03f9ff4b476023f53ac
eis:ES10:ES10C1:e009:r002,eis_matrix,ES10,ES10C1,9,2,,<f8,"[59,18]",0bf12635fab031a7ac19f26620ea9fc4eca279668578913abecb1c7e49efe261,85bf47e54a8b38242e90d0c62eaf49e7f6c7952b876bd48890425a21ed787cb2
eis:ES10:ES10C1:e009:r003,eis_matrix,ES10,ES10C1,9,3,,<f8,"[59,18]",a6f22ddd2c15e2ed1b252258d5b2c9559ccea8ea06bd1e8fb5200a3b5c7dc9f5,cd1eb47c63bb76dce2dbbb3d38e66a7242065ab48b17d7edefab43b0d6f942de
eis:ES10:ES10C1:e009:r004,eis_matrix,ES10,ES10C1,9,4,,<f8,"[59,18]",302d7b3d974fb50ccdffaba255b025bfe7bd07e0b779aaf7139fc572c2e97c12,a604cf093efb5895c0c4d8861e8a1d1d76ebcbc8c2aa63efe3656fd99be8b4c2
eis:ES10:ES10C1:e010:r000,eis_matrix,ES10,ES10C1,10,0,,<f8,"[59,18]",06a24698d08fd4dfb4de7fa0f6ec8aed99d8c2304eaafae945b6c21d85a05c5a,f47c3d7e6283df8144e468f0b96c65c703c6eb4200dcc553ab69930461c5a001
eis:ES10:ES10C1:e010:r001,eis_matrix,ES10,ES10C1,10,1,,<f8,"[59,18]",2008d8ae1f86687dfefefc84f28d37c6b19f6a9a9777f17052683a2442de9d77,b9c79b4c82e8c39320904e7f34ffde65c9b0fe4a5c61b8c0d5286eb2b99ee81b
eis:ES10:ES10C1:e010:r002,eis_matrix,ES10,ES10C1,10,2,,<f8,"[59,18]",a765c430e4077e2948b2ae7bf023c2312f57b9fb239aa32c9300203d24d880cd,110f00eb33e613d47ce0a33e0d984c69e0e9fbd90cd19c10a0f8de2cbcb9d99d
eis:ES10:ES10C1:e010:r003,eis_matrix,ES10,ES10C1,10,3,,<f8,"[59,18]",0f57c7b955163a4c7e8711c2a7d649ab1547fdfc951042866fe0840fc910cc3d,f2594cb26860c184c960ab7cd990abce2d785095ef902ce7720ed5b43ca54ed5
eis:ES10:ES10C1:e010:r004,eis_matrix,ES10,ES10C1,10,4,,<f8,"[59,18]",18569e385f93ed3a867f94413da796abc6918beb059203d5bbff47836849557b,1d0f1598a839090b473babe40d35d202fd77963abead2bd39e7934f26d9ba9fa
eis:ES10:ES10C1:e010:r005,eis_matrix,ES10,ES10C1,10,5,,<f8,"[59,18]",197afff908f601031329d30b61656381ba6eb74c1502864a2df5f88a9c077b70,a629287ea716b35eacbb03ec36db4baacde9f431f8a1ece5d21881e055a4115c
eis:ES10:ES10C1:e011:r000,eis_matrix,ES10,ES10C1,11,0,,<f8,"[59,18]",67bb04259634d56684e8cd957b6a1f938f3d400c93e4beb380e9c5bf01e883d1,9ba873188656fd3866760dec6130d9905ebfcfa17f779236b1546be3233249c9
eis:ES10:ES10C1:e011:r001,eis_matrix,ES10,ES10C1,11,1,,<f8,"[59,18]",97f92382ecd6ca7ef6db65f0576d19b4733c776903c6513c5ed6a3bf9e7c2702,a70966780ca935c761eff6ec82e2bfbf02c4000cebabe815a856e518c78cbaf7
eis:ES10:ES10C1:e011:r002,eis_matrix,ES10,ES10C1,11,2,,<f8,"[59,18]",51474cf59734e60a3b0e564b18707e4cad397fcf4638fc1de2c193d52a12426f,2e21da8377168455999e9561a99d6f277bc1944219ed1bc43b68f6a918fa4575
eis:ES10:ES10C1:e011:r003,eis_matrix,ES10,ES10C1,11,3,,<f8,"[59,18]",07a2338d8541dfb025045ba8f22d6d425ff1145b2c54acd524e4017929d09ab9,333eb196c0d44ae13c8173eb4b4aaf1e6fc7b682a7ba97436d5f4813dd233a2b
eis:ES10:ES10C1:e011:r004,eis_matrix,ES10,ES10C1,11,4,,<f8,"[59,18]",ec7b21f1612c3d196623fa96d9616da6ddaed022d65700178d7b5bfe9887d4be,beb3a2cd6c91bb55f995b9c8d1032ef23689365dfc57d34f5e3b9f0c3ab64ffb
eis:ES10:ES10C1:e012:r000,eis_matrix,ES10,ES10C1,12,0,,<f8,"[59,18]",cd48b76d36826cd78b8e29aa31d799eaae016bcb169171d11694a9bc44d0a317,1fc39df823636f5f9a7d74becef909d8b9e893dba5b146bf301170ca1fd04fd2
eis:ES10:ES10C1:e012:r001,eis_matrix,ES10,ES10C1,12,1,,<f8,"[59,18]",0fb098a0c4301015ac4e2ec250712bfd8e82f798c83f0c7fcf0f5c56ceb9e732,02a8181e109b91545947882ecc9001b71939f2bd3d644c645418cdbc02d32fee
eis:ES10:ES10C1:e012:r002,eis_matrix,ES10,ES10C1,12,2,,<f8,"[59,18]",e37130ad207d6ab4a6dd20344ad97ff8d5c9a8e6541ba69ae9c1c3107c913b13,ba341bdc1db5d5e8556fa2905dcee638ccb999f806208770b79397d23d46cdae
eis:ES10:ES10C1:e012:r003,eis_matrix,ES10,ES10C1,12,3,,<f8,"[59,18]",db1113c8ee3b2ba589a6e6e210bf0a0c746b5be8297ad05ada707bc11c115994,8cf501334f446c2a70e430eb82a4e36af3d301257f36f62fedcf9e783e380dac
eis:ES10:ES10C1:e012:r004,eis_matrix,ES10,ES10C1,12,4,,<f8,"[59,18]",fe9a400171c78cbd6f7c2d2b63b99e336b3dcb7e07fc51f162d4e921f51e97e6,16d4181c75a00ca0708bb9cba205b505a24158d3cfe154f33d002710a4208147
eis:ES10:ES10C1:e013:r000,eis_matrix,ES10,ES10C1,13,0,,<f8,"[59,18]",d864071df5acb38b3d16bd8f61a05848ac00341979949067ccaf7930c1d8dde1,36264976fad15175d9d0d6197527bca141a6547c029af3a630fcd51bf0397174
eis:ES10:ES10C1:e013:r001,eis_matrix,ES10,ES10C1,13,1,,<f8,"[59,18]",1a96e852bdcb3ad8096c5d1037accba63b45cdf6f3adbeb8a5cb783bdbbe6cb5,da7f6b7903757563af9f7237f8b31f2efa96192bde8e70d8a9dcba42b873d084
eis:ES10:ES10C1:e013:r002,eis_matrix,ES10,ES10C1,13,2,,<f8,"[59,18]",9f57f2f3a5a4b1889f6d94814e4676da8b8d2fb5c2969c1cd3c4824c351e3601,2a87a838dc85b720e8338dd4efe814eb660daf1533e717d51fda24e618fb01fd
eis:ES10:ES10C1:e013:r003,eis_matrix,ES10,ES10C1,13,3,,<f8,"[59,18]",ff915cbdfb5043e88b869e018d84f991c44ccb10267a66b17bb786a2564964b2,8c53f2150ecc202ab53b953b1ee50fc16576b797ae3d4c084ba2e082dafa7f56
eis:ES10:ES10C1:e013:r004,eis_matrix,ES10,ES10C1,13,4,,<f8,"[59,18]",940bf77a6c9048ee9275f5b7b5a2cdd4444b3eb4e5073d8397bc66e93aef1d50,baa944896dc22afd5c8566ba4ff42b69a93e1bf61debb8ccb15305f36218c10f
eis:ES10:ES10C1:e014:r000,eis_matrix,ES10,ES10C1,14,0,,<f8,"[59,18]",0c4c2aa19b962811f19ea8598661ea2714b4972f7092d5d5c3a0e289d4daca0b,57028fbaa9a6ae075ef8153106c285901158bd63f390365aa71fdf3ba2f05ab9
eis:ES10:ES10C1:e014:r001,eis_matrix,ES10,ES10C1,14,1,,<f8,"[59,18]",3a8ca7ceb79223def029861831be317cd5a0b81624d672618177bdc4727de181,b614c42a8be519334f7f3d8b22fe77b96c7e4516b66ff1b8cf99b78c44285603
eis:ES10:ES10C1:e014:r002,eis_matrix,ES10,ES10C1,14,2,,<f8,"[59,18]",a8dbefb1c616066f02f77adc9ef22f40c8cf25703b8d5df91e53a8be4a710aae,f872daedd7c32c19bf85a3220ee1003b0a1e8d6d73ac02127a8df65aa5a456c7
eis:ES10:ES10C1:e014:r003,eis_matrix,ES10,ES10C1,14,3,,<f8,"[59,18]",dcc946dc6386f1dabd3c675443f66981123b5446089de655657260c23720ac16,7f4bfc2464edb0cc285244cfe8368fa3dd26ccba748c2988977ad0594531e5e7
eis:ES10:ES10C1:e014:r004,eis_matrix,ES10,ES10C1,14,4,,<f8,"[59,18]",b07b847d1bf905fa5407e70c8793ebca58666014c3249c36fe01b7754b3d1af8,44ec68c5b06749145723eec4818867171c5c00d4e5518f4cc839a2ec4b70c22c
eis:ES10:ES10C1:e015:r000,eis_matrix,ES10,ES10C1,15,0,,<f8,"[59,18]",a9ba2237d68dac93af1ef56c0a00f02634679df8faa0d92c93029008fec86eee,c2f09d4d6401f9e416112cad456c800c37dcc4d2469c76cee11320d88a87bf41
eis:ES10:ES10C1:e015:r001,eis_matrix,ES10,ES10C1,15,1,,<f8,"[59,18]",495d4f2558a003cca85e9a7902d0f4a4b4e9e9eb17c0a049ba91c97ee3a9c1ca,fe65c1db3958e2faaa391b47f990dd0d5573f2f5dd2b464a23928d876ffbeb38
eis:ES10:ES10C1:e015:r002,eis_matrix,ES10,ES10C1,15,2,,<f8,"[59,18]",e3381c09f35103bda08079f0d2cfaa765ddca31e2097e3c90b58d3d2045fee5d,c2304b643a0a0971eb69fb5e3b1843ce1f4140f01e8612aa3cf64ddb74e66bdc
eis:ES10:ES10C1:e015:r003,eis_matrix,ES10,ES10C1,15,3,,<f8,"[59,18]",e367b0f71c1cdaceeced3b2da6602bfe3fa8d42b19958c35d56ff759c185470b,12365dfe9322469ec6400dcda2cb5305936f4900af60246de98d43b15783360a
eis:ES10:ES10C1:e015:r004,eis_matrix,ES10,ES10C1,15,4,,<f8,"[59,18]",c732a7c1a3a40f667bd048acce9a7d6719f0ecc7048008f715a2431f1226ba87,7d2dd32f4284a5f5d08028c9bf87ca61cd87b4e35241185a80d56c14f07be06b
eis:ES10:ES10C1:e016:r000,eis_matrix,ES10,ES10C1,16,0,,<f8,"[59,18]",1d0f106e100e0867b67342d11e09102dc782f6a7142b10753c84f07bc6004c18,31344f0105c5d947271fab245683a68b1305bf19b0ceff4209fb806e49955865
eis:ES10:ES10C1:e016:r001,eis_matrix,ES10,ES10C1,16,1,,<f8,"[59,18]",2def6ee479b2751b93dbf35057e87f1d0c5de43ebca15081525f70664c60a55d,3a298d4bad2831a089462420f76abc82a550a04aa7fd4600a0369cde7c2add79
eis:ES10:ES10C1:e016:r002,eis_matrix,ES10,ES10C1,16,2,,<f8,"[59,18]",738a14cceec9775740d34a1ff48db2a959e3314b14c341cfb23bb0573b75763e,7477a8f4ee079dfddad77cf1550c4383e67f169ab55b7c2a4c40a3c9ee658489
