source_sha256,condition,provisional_unit,event_index,calendar_date_raw,start_clock_raw,finish_clock_raw,elapsed_like_raw,raw_slot_count,eligible_nonempty_count,quarantined_count,structural_empty_count,nonempty_pair_count,raw_order_chronological,sorted_order_raw_indices,acquisition_tie_count,finish_candidate_inferred,causal_availability_status,causal_availability_reason,status
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,47,11/13/2014,10:00 AM,2:00 PM,865,5,5,0,0,5,true,"[0,1,2,3,4]",0,2014-11-13T14:41:22.717500,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,48,11/14/2014,4:45 PM,2:15 PM,886.5,5,5,0,0,5,true,"[0,1,2,3,4]",0,2014-11-14T15:03:43.746500,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,49,11/17/2014,5:00 PM,10:00 AM,951.5,6,6,0,0,6,true,"[0,1,2,3,4,5]",0,2014-11-17T10:41:25.718500,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,50,11/17/2014,12:30 PM,2:00 PM,953,5,5,0,0,5,true,"[0,1,2,3,4]",0,2014-11-17T14:21:43.805600,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,51,11/18/2014,4:15 PM,9:15 AM,970,5,5,0,0,5,true,"[0,1,2,3,4]",0,2014-11-18T09:50:13.673500,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,52,11/18/2014,11:15 AM,1:15 PM,972,5,5,0,0,5,true,"[0,1,2,3,4]",0,2014-11-18T14:15:34.519500,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,53,11/19/2014,3:45 PM,10:15 AM,990.5,5,5,0,0,5,true,"[0,1,2,3,4]",0,2014-11-19T11:00:28.651500,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,54,11/20/2014,2:00 PM,9:30 AM,1010,5,5,0,0,5,true,"[0,1,2,3,4]",0,2014-11-20T10:46:16.676500,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,55,11/21/2014,3:00 PM,10:00 AM,1029,5,5,0,0,5,true,"[0,1,2,3,4]",0,2014-11-21T10:51:55.752600,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,56,11/24/2014,2:00 PM,9:30 AM,1096.5,5,5,0,0,5,true,"[0,1,2,3,4]",0,2014-11-24T10:03:09.673500,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,57,11/25/2014,11:30 AM,3:00 PM,1124,6,6,0,0,6,true,"[0,1,2,3,4,5]",0,2014-11-25T16:20:53.677600,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,58,11/26/2014,7:15 PM,10:45 AM,1140.5,5,5,0,0,5,true,"[0,1,2,3,4]",0,2014-11-26T11:20:24.938500,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,59,12/1/2014,2:15 PM,10:45 AM,1257,5,5,0,0,5,true,"[0,1,2,3,4]",0,2014-12-01T11:12:28.391500,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,60,12/1/2014,1:20 PM,2:20 PM,1258,5,5,0,0,5,true,"[0,1,2,3,4]",0,2014-12-01T14:53:39.255500,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,61,12/3/2014,5:30 PM,10:30 AM,1299,5,5,0,0,5,true,"[0,1,2,3,4]",0,2014-12-03T11:14:19.412500,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,62,12/3/2014,1:15 PM,2:45 PM,1300.5,5,5,0,0,5,true,"[0,1,2,3,4]",0,2014-12-03T15:12:03.387600,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,63,12/4/2014,4:30 PM,9:30 AM,1317.5,5,5,0,0,5,true,"[0,1,2,3,4]",0,2014-12-04T10:23:30.670600,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,64,12/5/2014,11:45 AM,10:15 AM,1341,5,5,0,0,5,true,"[0,1,2,3,4]",0,2014-12-05T10:46:47.258600,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,65,12/8/2014,2:25 PM,9:25 AM,1408,5,5,0,0,5,true,"[0,1,2,3,4]",0,2014-12-08T10:06:58.389500,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,66,12/10/2014,1:15 PM,1:45 PM,1456.5,5,5,0,0,5,true,"[0,1,2,3,4]",0,2014-12-10T14:25:15.386600,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,67,12/16/2014,4:05 PM,9:35 AM,1594,5,5,0,0,5,true,"[0,1,2,3,4]",0,2014-12-16T10:24:09.386500,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,68,2/17/2015,3:00 PM,4:30 PM,3063,5,5,0,0,5,true,"[0,1,2,3,4]",0,2015-02-17T14:22:57.476500,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,69,04/20/2015,3:30 PM,6:30 PM,4551,10,5,0,5,5,true,"[1,3,5,7,9]",0,2015-04-20T16:02:01.280600,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,70,04/28/2015,11:30 AM,2:00 PM,4748,10,5,0,5,5,true,"[1,3,5,7,9]",0,2015-04-28T12:16:02.258600,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,71,05/04/2015,1:30 PM,4:30 PM,4891.5,10,5,0,5,5,true,"[1,3,5,7,9]",0,2015-05-04T14:16:14.951500,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,72,05/13/2015,2:00 PM,2:00 PM,5105.5,10,5,0,5,5,true,"[1,3,5,7,9]",0,2015-05-13T14:39:12.806500,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C2,0,9/29/2014,,,0,5,5,0,0,5,true,"[0,1,2,3,4]",0,2014-09-29T12:47:36.673500,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C2,1,9/30/2014,,,0,5,5,0,0,5,true,"[0,1,2,3,4]",0,2014-09-30T10:46:16.669500,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C2,2,10/1/2014,10:00 AM,12:00 PM,2,5,5,0,0,5,true,"[0,1,2,3,4]",0,2014-10-01T13:10:20.062600,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C2,3,10/2/2014,4:00 PM,1:00 PM,23,5,5,0,0,5,true,"[0,1,2,3,4]",0,2014-10-02T14:13:56.192500,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C2,4,10/3/2014,4:00 PM,7:20 AM,38.3333,5,5,0,0,5,true,"[0,1,2,3,4]",0,2014-10-03T08:29:26.195600,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C2,5,10/3/2014,10:20 AM,12:00 PM,40,5,5,0,0,5,true,"[0,1,2,3,4]",0,2014-10-03T12:51:57.056500,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C2,6,10/6/2014,2:25 PM,7:25 AM,105,5,5,0,0,5,true,"[0,1,2,3,4]",0,2014-10-06T08:21:31.056500,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C2,7,10/6/2014,9:40 AM,12:40 PM,108,5,5,0,0,5,true,"[0,1,2,3,4]",0,2014-10-06T13:28:53.057500,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C2,8,10/7/2014,2:55 PM,7:55 AM,125,5,5,0,0,5,true,"[0,1,2,3,4]",0,2014-10-07T08:26:14.058600,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C2,9,10/7/2014,9:45 AM,12:45 PM,128,5,5,0,0,5,true,"[0,1,2,3,4]",0,2014-10-07T13:20:22.058500,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C2,10,10/8/2014,3:00 PM,9:00 AM,146,5,5,0,0,5,true,"[0,1,2,3,4]",0,2014-10-08T09:58:39.059500,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C2,11,10/9/2014,11:30 AM,7:30 AM,166,5,5,0,0,5,true,"[0,1,2,3,4]",0,2014-10-09T08:17:49.283500,BLOCKED,saved_finish_absent_start_plus_max_time_only_inferred,passed
