item_id,source_sha256,condition,provisional_unit,event_index,raw_replicate_index,header_reference_status,data_reference_status,pair_status,raw_slot_class,column_schema_status,header_sha256,matrix_content_sha256,acquisition_start,finish_candidate_inferred,finish_evidence,sorted_replicate_rank,eligibility,quarantine_reason
eis:ES10:ES10C1:e000:r010,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,0,10,resolved,resolved,paired_nonempty,eligible,passed,8d8bab1b4b9f324c812e2ec890610fa30cb0605c99f36d51efec16f945da1639,5560712880bb035430ae9e5a1162ce03ff39a18e36f220734bdb432dc6cd1273,2014-09-29T11:15:13,2014-09-29T11:15:31.671600,inferred_start_plus_max_time_s,4,eligible,
eis:ES10:ES10C1:e000:r011,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,0,11,resolved,resolved,paired_nonempty,eligible,passed,d73ec1d92e26dfb0510ae71f0be1fe1917a222e0710e8a46b4d6d870fc2debcc,1325bc87598635870f31256eb7b5ef41f11547e8014bec2bce249a2a103727e0,2014-09-29T11:15:56,2014-09-29T11:16:14.671600,inferred_start_plus_max_time_s,5,eligible,
eis:ES10:ES10C1:e000:r012,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,0,12,resolved,resolved,paired_nonempty,eligible,passed,ba34eff5d686905ff7347933975a7a8ea303ebfe53fc641662c5aaa6c2ede9eb,cbe8ce50a9c2b707f0a7c7064cff6dda4cf624d6642541e6c8a5aee8508cbe87,2014-09-29T11:17:07,2014-09-29T11:17:25.684500,inferred_start_plus_max_time_s,6,eligible,
eis:ES10:ES10C1:e000:r013,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,0,13,resolved,resolved,paired_nonempty,eligible,passed,d10ee480bbb6cd41419538ca3f52f102385d0281a4abd31c76eb40c2252e13c0,f1cd3caa48e9a324253e772610e685ab2c9eba8c5e6a8a17d578c43b1f6b594c,2014-09-29T11:20:35,2014-09-29T11:20:53.671500,inferred_start_plus_max_time_s,7,eligible,
eis:ES10:ES10C1:e000:r014,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,0,14,resolved,resolved,paired_nonempty,eligible,passed,76c03af76422db538a4679894583924060e8e701526d3d3688cd644fa2c47418,e43305a8ebe58666f7463567b908e5b25dcd095c2979b8916a0d1e7db438d37b,2014-09-29T11:21:09,2014-09-29T11:21:27.673500,inferred_start_plus_max_time_s,8,eligible,
eis:ES10:ES10C1:e000:r015,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,0,15,resolved,resolved,paired_nonempty,eligible,passed,4ffe258849ddefc8a8f298ca07bcd2791b21874369a60a569096d79358376c5d,e887a269e8b3aa55a6fbbbdbe0c6d5a74c5d41a9d063b45fad4319fe5904a4a8,2014-09-29T12:29:38,2014-09-29T12:29:56.494600,inferred_start_plus_max_time_s,15,eligible,
eis:ES10:ES10C1:e000:r016,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,0,16,resolved,resolved,paired_nonempty,eligible,passed,3c56a75bf89aaeea5146270d222cf38d2182583f552187a4b0b9322a325d5275,e1fd75e86def3957744b073d47436035bb0bd07307967151d4fe80ff7f699c78,2014-09-29T12:30:15,2014-09-29T12:30:33.627600,inferred_start_plus_max_time_s,16,eligible,
eis:ES10:ES10C1:e000:r017,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,0,17,resolved,resolved,paired_nonempty,eligible,passed,e1a6c1cb746428788500a19e2961a12128499d70e805c9fce4d094623dbb1294,77b51b7286ffa529fe22cac735fcf8576a4a461f379c9be8f6194a41285eb2ee,2014-09-29T12:30:52,2014-09-29T12:31:10.631600,inferred_start_plus_max_time_s,17,eligible,
eis:ES10:ES10C1:e000:r018,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,0,18,resolved,resolved,paired_nonempty,eligible,passed,94a1531f0f4333d24bea36e1c59f5389490f99ffe99f7251cb7ba92c921efc18,e87d1ed1ef6dbac7e1e3883665c22fc2d86539340d18d3e9086a49ef480be346,2014-09-29T12:31:31,2014-09-29T12:31:49.761600,inferred_start_plus_max_time_s,18,eligible,
eis:ES10:ES10C1:e000:r019,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,0,19,resolved,resolved,paired_nonempty,eligible,passed,15c827933fb9a7a2ec4e43a92e68d3f7e542d3ed9297ae1ee8683f6075ed0efa,dbd78bdf1083f0cd0c0a347d4fa4185bb8e69bc1f60a3caf351d59540685b46b,2014-09-29T12:32:14,2014-09-29T12:32:32.893600,inferred_start_plus_max_time_s,19,eligible,
eis:ES10:ES10C1:e001:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,1,0,resolved,resolved,paired_nonempty,eligible,passed,1dbe0931f3e0b73c74f2a30d8a7c47140a9ebfa2f149c5cd3d41e0c40d9b47db,ee01a65c914da0ecc169875f6a6f830a52a155039830deab5f5fa6b7669e6e77,2014-09-30T10:34:35,2014-09-30T10:34:53.628600,inferred_start_plus_max_time_s,0,eligible,
eis:ES10:ES10C1:e001:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,1,1,resolved,resolved,paired_nonempty,eligible,passed,496c820f19604ee889fb467b3e50d7cc03066d36edab2806689118421d14f419,4f88e63ff3b0bf5893d5ed2fdcdefeacf152a595c744c550092938ea353f6120,2014-09-30T10:35:19,2014-09-30T10:35:37.763500,inferred_start_plus_max_time_s,1,eligible,
eis:ES10:ES10C1:e001:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,1,2,resolved,resolved,paired_nonempty,eligible,passed,8e3d5eab3a601dd45f285208e09f70a1b2770b3a7d155d07ad421ec890556cef,b0679ef981efd2d189dfe006ff730d35ff89b4a856053b2c560273f53b52f336,2014-09-30T10:35:58,2014-09-30T10:36:16.761600,inferred_start_plus_max_time_s,2,eligible,
eis:ES10:ES10C1:e001:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,1,3,resolved,resolved,paired_nonempty,eligible,passed,326ed1e8b5caa7c9bce8f7498818dafb4cd2d03d5ad284a57eca8c2e4d6ef3be,6932ba037a1a8e054b266683bf3296d7c3d9d63812c2a9597d2840348e03274d,2014-09-30T10:36:39,2014-09-30T10:36:57.684600,inferred_start_plus_max_time_s,3,eligible,
eis:ES10:ES10C1:e001:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,1,4,resolved,resolved,paired_nonempty,eligible,passed,bf1dcec56f6339f1f107c93e8635b1204537d5acf80bf3df65e3e9a8bf39df1d,4ebc3b60a7837f1ed7d87970e95b987d0cd55c2aec1f8e572f24798049b53f2d,2014-09-30T10:37:15,2014-09-30T10:37:33.674600,inferred_start_plus_max_time_s,4,eligible,
eis:ES10:ES10C1:e002:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,2,0,resolved,resolved,paired_nonempty,eligible,passed,0d15ff70d5763e098ff4366bed6ff4f1d6b7967aaf92fd4e0570ce0c52cebfe2,9e948aa2d32585b87afe495e141d46e9722c796100463290e8066785cbfbe0bd,2014-10-01T12:47:37,2014-10-01T12:47:56.653600,inferred_start_plus_max_time_s,0,eligible,
eis:ES10:ES10C1:e002:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,2,1,resolved,resolved,paired_nonempty,eligible,passed,59cfcbcc9642ed1ab5f34a6791c63c4d613d5683fa6a4ae835f8000689070500,4164d01377b43ca02c46c029063534f3462fd43c3f43081f7adbc42c4a66ed1b,2014-10-01T12:50:07,2014-10-01T12:50:26.716500,inferred_start_plus_max_time_s,1,eligible,
eis:ES10:ES10C1:e002:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,2,2,resolved,resolved,paired_nonempty,eligible,passed,20b043b479a3dd937a57fdecc5f428f6900c3b318e6f3307e21f9e1fdf12bebb,91f2d1a60bbbcc1a6fead9bd03660b33e067b33b6c057b98be281ed244a0bed2,2014-10-01T12:51:15,2014-10-01T12:51:34.717600,inferred_start_plus_max_time_s,2,eligible,
eis:ES10:ES10C1:e002:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,2,3,resolved,resolved,paired_nonempty,eligible,passed,0e2adc0dcf65de726b20df7a1af41704d471c3f4063f3aa0e629db7429a3383a,15290d12df59a6a0f388b0f33bcd97964e973828b1fbb284f7f411233a78e069,2014-10-01T12:52:30,2014-10-01T12:52:49.717500,inferred_start_plus_max_time_s,3,eligible,
eis:ES10:ES10C1:e002:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,2,4,resolved,resolved,paired_nonempty,eligible,passed,cc7b313e8161c2a935e542d0118096c497125f9e4d4e61bf7ec24e2c8c0d60ac,edaf88518e3060bb13b21daea80f21b659f9b10758be3ef1e934f7cee707b9c0,2014-10-01T12:55:18,2014-10-01T12:55:37.751500,inferred_start_plus_max_time_s,4,eligible,
eis:ES10:ES10C1:e003:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,3,0,resolved,resolved,paired_nonempty,eligible,passed,f77df7ce87fbe1064fecb11e3001e29dab83e3ea7890986fbd75ae2b0eee195d,285c1a46145d6fa3a3daaf2ddee8e15bd193719fb879c3a561e12b0417350e37,2014-10-02T14:05:32,2014-10-02T14:05:51.451600,inferred_start_plus_max_time_s,0,eligible,
eis:ES10:ES10C1:e003:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,3,1,resolved,resolved,paired_nonempty,eligible,passed,53a55017f64e0c29915f1798a6bfb4ff0c78c87d1ca14c18dfd74694e0e20693,092565f63e7653574720141a542170b2b80ae40cdc03f5586919f4216b0fe6ce,2014-10-02T14:06:36,2014-10-02T14:06:55.806500,inferred_start_plus_max_time_s,1,eligible,
eis:ES10:ES10C1:e003:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,3,2,resolved,resolved,paired_nonempty,eligible,passed,68f882493c93bbf21339d9ee8804fdcc5b8e6a9b7eab55b8f81e072c5398971d,522f035891984af8eb706173cf0917a35de7b966da6b754c2b1dbc43bba69c96,2014-10-02T14:07:12,2014-10-02T14:07:31.715600,inferred_start_plus_max_time_s,2,eligible,
eis:ES10:ES10C1:e003:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,3,3,resolved,resolved,paired_nonempty,eligible,passed,d14a79016deb0cd22b17c3fb60700c0aa33dc999ca7d20472e2b7050e6dcdd3e,a4c75a2837cec08c2ef26ca4b79f4618a7545e2bd9f5fe0e28edb0cb1fedcb9b,2014-10-02T14:07:52,2014-10-02T14:08:11.717500,inferred_start_plus_max_time_s,3,eligible,
eis:ES10:ES10C1:e003:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,3,4,resolved,resolved,paired_nonempty,eligible,passed,3db64600c6d4a4708677deca965ae75071c39b99dff42f671b17b677b41faf84,d1d443f4b5e3baf03aab2783df7af5277a83fec010a5868cfb4a8e59053977fd,2014-10-02T14:08:31,2014-10-02T14:08:50.719600,inferred_start_plus_max_time_s,4,eligible,
eis:ES10:ES10C1:e004:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,4,0,resolved,resolved,paired_nonempty,eligible,passed,f8c31e141ff32a658e3650cbc7959a4890b64b3af6add8b2715ba1a3a87fa54e,85f5bbc10ff89e280fffa6636b7583063d29eea6f72ee6052574d4bc6fb1334d,2014-10-03T08:06:41,2014-10-03T08:07:00.412500,inferred_start_plus_max_time_s,0,eligible,
eis:ES10:ES10C1:e004:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,4,1,resolved,resolved,paired_nonempty,eligible,passed,1723729e9b509c47dc89da747705e0bbf2277d0314b0ec07adba4237ba616325,ecdfb4f8c4ad8af5fd22155eda22a17a9757eab6c49e6f77f98ce4761d5e68d7,2014-10-03T08:07:37,2014-10-03T08:07:56.654600,inferred_start_plus_max_time_s,1,eligible,
eis:ES10:ES10C1:e004:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,4,2,resolved,resolved,paired_nonempty,eligible,passed,f42d081d84d32c9e41f5979c6f931c921bbbeee663771918512e440d93261227,ada9408880f34ac7fb16634d9e4eacb60d41cfe37c88a4e9c317888b9fb61c2a,2014-10-03T08:08:53,2014-10-03T08:09:12.584500,inferred_start_plus_max_time_s,2,eligible,
eis:ES10:ES10C1:e004:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,4,3,resolved,resolved,paired_nonempty,eligible,passed,13054997de34eeaa77fb55b076ac90605dfa69acdbb9b4f35443d99bfbd45037,4b138e425a57b943c8c18c328ab888b1d438ba6b05d8a41df075a94ddd1126ec,2014-10-03T08:09:28,2014-10-03T08:09:47.717500,inferred_start_plus_max_time_s,3,eligible,
eis:ES10:ES10C1:e004:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,4,4,resolved,resolved,paired_nonempty,eligible,passed,e5b88f0d4b7db4d4d6ffc0ca260bed57a4ea1a88e1076f94fb148857851f3d0b,23094edfbdb9f54535fa36bf89f33f2967d1d51068618fb78c4f6061ff957327,2014-10-03T08:23:54,2014-10-03T08:24:14.112600,inferred_start_plus_max_time_s,5,eligible,
eis:ES10:ES10C1:e004:r005,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,4,5,resolved,resolved,paired_nonempty,eligible,passed,5648ccb8474cc4273a59ab10df8f972e8266fe9d4640d40089d62f4587deb210,47087623520011eca218033b95888e1bee9c3f7d01c5e9cdfc915a94ec70b4ed,2014-10-03T08:10:01,2014-10-03T08:10:20.719500,inferred_start_plus_max_time_s,4,eligible,
eis:ES10:ES10C1:e005:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,5,0,resolved,resolved,paired_nonempty,eligible,passed,b9ff5e3605334df8a6738e7947f02c6c9b648b954bb48c05024429bdf67f8697,525d4714419d8d3090d25cb5419d4405f85902a3e3360cab41ed127de8610c98,2014-10-03T12:45:02,2014-10-03T12:45:21.256500,inferred_start_plus_max_time_s,0,eligible,
eis:ES10:ES10C1:e005:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,5,1,resolved,resolved,paired_nonempty,eligible,passed,34eaa49bbe41c9cc90670390d95a85bc1d7c6a847898ec45fadf17b092cc980a,313b4a48008ac7dbea766a79bcf8b451ca171615f86609d3d5f2149547c0731c,2014-10-03T12:45:39,2014-10-03T12:45:58.258600,inferred_start_plus_max_time_s,1,eligible,
eis:ES10:ES10C1:e005:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,5,2,resolved,resolved,paired_nonempty,eligible,passed,99f9738bf5d81c57b5a232001c1c2ba8c70cd320a879a3ea2dda4e1f78972e79,bd6f780665b011f2c282805bba96e872fd8d9c2cc27d46347b7ad6fbaa57fc79,2014-10-03T12:46:10,2014-10-03T12:46:29.388500,inferred_start_plus_max_time_s,2,eligible,
eis:ES10:ES10C1:e005:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,5,3,resolved,resolved,paired_nonempty,eligible,passed,0649549d375754bec89654d459875ba3801e2697cc7c4c09c4598b025be242a3,26de627881d4b9c8febbdc8e8d19d09c3dd9c1a44def8faa37462696608452a6,2014-10-03T12:46:42,2014-10-03T12:47:01.678600,inferred_start_plus_max_time_s,3,eligible,
eis:ES10:ES10C1:e005:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,5,4,resolved,resolved,paired_nonempty,eligible,passed,a8c9cc8050ed48d218bbe44175eb96a6cc8501353621629ac18aed602f907167,5fa6d8efe1ab341ff2a643eb8308e94fb9e3754d5996f4cdb549f7d2a64138e7,2014-10-03T12:47:21,2014-10-03T12:47:40.675600,inferred_start_plus_max_time_s,4,eligible,
eis:ES10:ES10C1:e006:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,6,0,resolved,resolved,paired_nonempty,eligible,passed,b414e101b1a70a8cf9b717bfd47f17749a2e7c30e10b5b3747d2b9b0ecc3ba80,ad697573cdce2993135cd581757f9e476dc4d9ffff702416694e03afe6f3213a,2014-10-06T08:15:04,2014-10-06T08:15:23.677600,inferred_start_plus_max_time_s,0,eligible,
eis:ES10:ES10C1:e006:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,6,1,resolved,resolved,paired_nonempty,eligible,passed,54e4c99a9c3f46f393d829a2c2edd06220c8d2c86e2039709e6647a903e91bf9,b17df5113cc8b646fcf03f599183c7dce21f2cf170778dd8b8a54dbaba263744,2014-10-06T08:15:42,2014-10-06T08:16:01.675500,inferred_start_plus_max_time_s,1,eligible,
eis:ES10:ES10C1:e006:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,6,2,resolved,resolved,paired_nonempty,eligible,passed,9e237182283a17142d7547b90d05e47ba93e33e591c36c507a56ef71e0cb3b13,5ac91ff6aac3539dfccda9a2bc3c5f6623b32e4e145b8fcc44c24936518ec316,2014-10-06T08:16:15,2014-10-06T08:16:34.675500,inferred_start_plus_max_time_s,2,eligible,
eis:ES10:ES10C1:e006:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,6,3,resolved,resolved,paired_nonempty,eligible,passed,a42d41c4ba781cc34363f5dfff16f50666e3fc30e0a25d6e204da15055674e45,6bc70ecbe1da363791246cec2cae90bee50bfe39145624d3360f19ed17441002,2014-10-06T08:16:48,2014-10-06T08:17:07.583500,inferred_start_plus_max_time_s,3,eligible,
eis:ES10:ES10C1:e006:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,6,4,resolved,resolved,paired_nonempty,eligible,passed,4931aef69b791d2e327bfb30d3ef3d54eed35000ba7016dd3584193dfba6fa03,82af02b3beabc63642b22e24fdee0f21ac80d2d6fbf1127fc6df38337c18f37d,2014-10-06T08:17:22,2014-10-06T08:17:41.917500,inferred_start_plus_max_time_s,4,eligible,
eis:ES10:ES10C1:e007:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,7,0,resolved,resolved,paired_nonempty,eligible,passed,7b9301716eba75c4d608890bfc19dfb99041a0d7ba04b0976eda987244d200b2,ef4a41b3308700028bdc26829461fd5c37e4d44895f9afcd68d5d3f2cd6aa28c,2014-10-06T13:21:34,2014-10-06T13:21:53.256500,inferred_start_plus_max_time_s,0,eligible,
eis:ES10:ES10C1:e007:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,7,1,resolved,resolved,paired_nonempty,eligible,passed,f7101e36f0a916d0633142262d5c7021340d68002bb0022bb79f9b27c7329db4,824ead3163131bd36d88a9866ab8208f338f0ea9622fef5822bb5b82895db2b2,2014-10-06T13:23:06,2014-10-06T13:23:25.652500,inferred_start_plus_max_time_s,1,eligible,
eis:ES10:ES10C1:e007:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,7,2,resolved,resolved,paired_nonempty,eligible,passed,820bfaa73140cf82f381e56a9b577b2624cf73549d23e76708d5917e03e62a10,bdded5cdd5b929aee56824c251ef53b4019f2a486a23e81dc969dc46a8a544a0,2014-10-06T13:23:40,2014-10-06T13:23:59.675500,inferred_start_plus_max_time_s,2,eligible,
eis:ES10:ES10C1:e007:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,7,3,resolved,resolved,paired_nonempty,eligible,passed,73cdbc716977994279fcd93126472a301cbcff7981ef0f54a3ec5961e6aaf143,7109bd07bc038acad98ddaa1f135fc7d97e671d98ace031949ee0c9429053505,2014-10-06T13:24:14,2014-10-06T13:24:33.677600,inferred_start_plus_max_time_s,3,eligible,
eis:ES10:ES10C1:e007:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,7,4,resolved,resolved,paired_nonempty,eligible,passed,84b09ebf0a6527d0f84c27e67f44c858187e1e3aa56e6ed78c72c813535d3e01,3abf745a08250e0a238ba10273a2489ab46e568f405171b4722ca30ac419a5a6,2014-10-06T13:24:52,2014-10-06T13:25:11.654500,inferred_start_plus_max_time_s,4,eligible,
eis:ES10:ES10C1:e008:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,8,0,resolved,resolved,paired_nonempty,eligible,passed,1e43275c309ba6482af8f4d2308e590ef06f5cfc11bffca6e948132773c05852,189d7d7689af22babdee1a6b7c576ef28ae8d7db60ef03757949366c97cc7493,2014-10-07T08:19:51,2014-10-07T08:20:10.672500,inferred_start_plus_max_time_s,0,eligible,
