item_id,source_sha256,condition,provisional_unit,event_index,raw_replicate_index,raw_shape,canonical_shape,raw_token_count,canonical_column_count,column_token_nul_sha256,column_mapping_status,n_raw_rows,n_preamble,n_frequency,invalid_frequency_count,preamble_status,positive_sweep_status,positive_grid_sha256,algebra_status,algebra_max_scaled_error,finite_count,nan_count,inf_count,matrix_content_sha256,status
eis:ES10:ES10C1:e000:r011,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,0,11,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.4986818060101611e-07,1062,0,0,1325bc87598635870f31256eb7b5ef41f11547e8014bec2bce249a2a103727e0,passed
eis:ES10:ES10C1:e000:r012,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,0,12,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,2.1506284574280731e-07,1062,0,0,cbe8ce50a9c2b707f0a7c7064cff6dda4cf624d6642541e6c8a5aee8508cbe87,passed
eis:ES10:ES10C1:e000:r013,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,0,13,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,2.3019376566954691e-07,1062,0,0,f1cd3caa48e9a324253e772610e685ab2c9eba8c5e6a8a17d578c43b1f6b594c,passed
eis:ES10:ES10C1:e000:r014,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,0,14,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.5605410633010726e-07,1062,0,0,e43305a8ebe58666f7463567b908e5b25dcd095c2979b8916a0d1e7db438d37b,passed
eis:ES10:ES10C1:e000:r015,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,0,15,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,2.7648458840590609e-07,1062,0,0,e887a269e8b3aa55a6fbbbdbe0c6d5a74c5d41a9d063b45fad4319fe5904a4a8,passed
eis:ES10:ES10C1:e000:r016,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,0,16,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.8604159119990143e-07,1062,0,0,e1fd75e86def3957744b073d47436035bb0bd07307967151d4fe80ff7f699c78,passed
eis:ES10:ES10C1:e000:r017,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,0,17,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.3925348892357599e-07,1062,0,0,77b51b7286ffa529fe22cac735fcf8576a4a461f379c9be8f6194a41285eb2ee,passed
eis:ES10:ES10C1:e000:r018,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,0,18,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.8853845924577123e-07,1062,0,0,e87d1ed1ef6dbac7e1e3883665c22fc2d86539340d18d3e9086a49ef480be346,passed
eis:ES10:ES10C1:e000:r019,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,0,19,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.7788227458058279e-07,1062,0,0,dbd78bdf1083f0cd0c0a347d4fa4185bb8e69bc1f60a3caf351d59540685b46b,passed
eis:ES10:ES10C1:e001:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,1,0,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.739959172318288e-07,1062,0,0,ee01a65c914da0ecc169875f6a6f830a52a155039830deab5f5fa6b7669e6e77,passed
eis:ES10:ES10C1:e001:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,1,1,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,2.3205125281741676e-07,1062,0,0,4f88e63ff3b0bf5893d5ed2fdcdefeacf152a595c744c550092938ea353f6120,passed
eis:ES10:ES10C1:e001:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,1,2,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,2.1595248510311963e-07,1062,0,0,b0679ef981efd2d189dfe006ff730d35ff89b4a856053b2c560273f53b52f336,passed
eis:ES10:ES10C1:e001:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,1,3,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,2.004366400152196e-07,1062,0,0,6932ba037a1a8e054b266683bf3296d7c3d9d63812c2a9597d2840348e03274d,passed
eis:ES10:ES10C1:e001:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,1,4,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.6938002596555203e-07,1062,0,0,4ebc3b60a7837f1ed7d87970e95b987d0cd55c2aec1f8e572f24798049b53f2d,passed
eis:ES10:ES10C1:e002:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,2,0,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.7470887906094526e-07,1062,0,0,9e948aa2d32585b87afe495e141d46e9722c796100463290e8066785cbfbe0bd,passed
eis:ES10:ES10C1:e002:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,2,1,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.4020263921501861e-07,1062,0,0,4164d01377b43ca02c46c029063534f3462fd43c3f43081f7adbc42c4a66ed1b,passed
eis:ES10:ES10C1:e002:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,2,2,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.9347213556526729e-07,1062,0,0,91f2d1a60bbbcc1a6fead9bd03660b33e067b33b6c057b98be281ed244a0bed2,passed
eis:ES10:ES10C1:e002:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,2,3,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,2.2046089723308759e-07,1062,0,0,15290d12df59a6a0f388b0f33bcd97964e973828b1fbb284f7f411233a78e069,passed
eis:ES10:ES10C1:e002:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,2,4,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.8825963488188302e-07,1062,0,0,edaf88518e3060bb13b21daea80f21b659f9b10758be3ef1e934f7cee707b9c0,passed
eis:ES10:ES10C1:e003:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,3,0,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,2.9568807901614862e-07,1062,0,0,285c1a46145d6fa3a3daaf2ddee8e15bd193719fb879c3a561e12b0417350e37,passed
eis:ES10:ES10C1:e003:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,3,1,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,2.0337922424320953e-07,1062,0,0,092565f63e7653574720141a542170b2b80ae40cdc03f5586919f4216b0fe6ce,passed
eis:ES10:ES10C1:e003:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,3,2,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.7085446691580244e-07,1062,0,0,522f035891984af8eb706173cf0917a35de7b966da6b754c2b1dbc43bba69c96,passed
eis:ES10:ES10C1:e003:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,3,3,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.518821623601215e-07,1062,0,0,a4c75a2837cec08c2ef26ca4b79f4618a7545e2bd9f5fe0e28edb0cb1fedcb9b,passed
eis:ES10:ES10C1:e003:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,3,4,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.7011271167589549e-07,1062,0,0,d1d443f4b5e3baf03aab2783df7af5277a83fec010a5868cfb4a8e59053977fd,passed
eis:ES10:ES10C1:e004:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,4,0,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.5266771566209418e-07,1062,0,0,85f5bbc10ff89e280fffa6636b7583063d29eea6f72ee6052574d4bc6fb1334d,passed
eis:ES10:ES10C1:e004:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,4,1,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,2.0141629532631176e-07,1062,0,0,ecdfb4f8c4ad8af5fd22155eda22a17a9757eab6c49e6f77f98ce4761d5e68d7,passed
eis:ES10:ES10C1:e004:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,4,2,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,2.2002739138669042e-07,1062,0,0,ada9408880f34ac7fb16634d9e4eacb60d41cfe37c88a4e9c317888b9fb61c2a,passed
eis:ES10:ES10C1:e004:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,4,3,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.4245013640475048e-07,1062,0,0,4b138e425a57b943c8c18c328ab888b1d438ba6b05d8a41df075a94ddd1126ec,passed
eis:ES10:ES10C1:e004:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,4,4,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.919752393535534e-07,1062,0,0,23094edfbdb9f54535fa36bf89f33f2967d1d51068618fb78c4f6061ff957327,passed
eis:ES10:ES10C1:e004:r005,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,4,5,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.8959278101829514e-07,1062,0,0,47087623520011eca218033b95888e1bee9c3f7d01c5e9cdfc915a94ec70b4ed,passed
eis:ES10:ES10C1:e005:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,5,0,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.8434449933430597e-07,1062,0,0,525d4714419d8d3090d25cb5419d4405f85902a3e3360cab41ed127de8610c98,passed
eis:ES10:ES10C1:e005:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,5,1,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,2.1116858936907237e-07,1062,0,0,313b4a48008ac7dbea766a79bcf8b451ca171615f86609d3d5f2149547c0731c,passed
eis:ES10:ES10C1:e005:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,5,2,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,2.1391973510202069e-07,1062,0,0,bd6f780665b011f2c282805bba96e872fd8d9c2cc27d46347b7ad6fbaa57fc79,passed
eis:ES10:ES10C1:e005:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,5,3,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.5239393545636731e-07,1062,0,0,26de627881d4b9c8febbdc8e8d19d09c3dd9c1a44def8faa37462696608452a6,passed
eis:ES10:ES10C1:e005:r004,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,5,4,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,2.5863939578146076e-07,1062,0,0,5fa6d8efe1ab341ff2a643eb8308e94fb9e3754d5996f4cdb549f7d2a64138e7,passed
eis:ES10:ES10C1:e006:r000,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,6,0,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.8024511350685559e-07,1062,0,0,ad697573cdce2993135cd581757f9e476dc4d9ffff702416694e03afe6f3213a,passed
eis:ES10:ES10C1:e006:r001,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,6,1,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,2.0666993927791937e-07,1062,0,0,b17df5113cc8b646fcf03f599183c7dce21f2cf170778dd8b8a54dbaba263744,passed
eis:ES10:ES10C1:e006:r002,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,6,2,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.7488907902851549e-07,1062,0,0,5ac91ff6aac3539dfccda9a2bc3c5f6623b32e4e145b8fcc44c24936518ec316,passed
eis:ES10:ES10C1:e006:r003,dc6d527433c6ce1ec5388b1a6a6c66b5601bbf695ba7ecefd80029b98dfa18db,ES10,ES10C1,6,3,"[18,59]","[59,18]",20,18,54f470b08afd092df6cadc7416935e539aa20ff07ef66595ecffb7efbf39ad09,passed,59,8,51,0,passed,passed,aa3342e1e33b3a41b1abdcbc916f81f48066ab65a84988a8ce8c9cfeb79c0629,passed,1.5609258525941228e-07,1062,0,0,6bc70ecbe1da363791246cec2cae90bee50bfe39145624d3360f19ed17441002,passed
