item_id,modality,condition,provisional_unit,signal_kind,shape,element_count,finite_count,nan_count,inf_count,rows_any_nan,rows_all_nan,positions_any_nan,positions_all_nan,rowwise_nan_run_count,finite_prefix_nan_suffix_violation_rows,nan_mask_sha256,content_sha256
eis:ES10:ES10C1:e005:r000,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,525d4714419d8d3090d25cb5419d4405f85902a3e3360cab41ed127de8610c98
eis:ES10:ES10C1:e005:r001,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,313b4a48008ac7dbea766a79bcf8b451ca171615f86609d3d5f2149547c0731c
eis:ES10:ES10C1:e005:r002,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,bd6f780665b011f2c282805bba96e872fd8d9c2cc27d46347b7ad6fbaa57fc79
eis:ES10:ES10C1:e005:r003,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,26de627881d4b9c8febbdc8e8d19d09c3dd9c1a44def8faa37462696608452a6
eis:ES10:ES10C1:e005:r004,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,5fa6d8efe1ab341ff2a643eb8308e94fb9e3754d5996f4cdb549f7d2a64138e7
eis:ES10:ES10C1:e006:r000,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,ad697573cdce2993135cd581757f9e476dc4d9ffff702416694e03afe6f3213a
eis:ES10:ES10C1:e006:r001,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,b17df5113cc8b646fcf03f599183c7dce21f2cf170778dd8b8a54dbaba263744
eis:ES10:ES10C1:e006:r002,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,5ac91ff6aac3539dfccda9a2bc3c5f6623b32e4e145b8fcc44c24936518ec316
eis:ES10:ES10C1:e006:r003,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,6bc70ecbe1da363791246cec2cae90bee50bfe39145624d3360f19ed17441002
eis:ES10:ES10C1:e006:r004,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,82af02b3beabc63642b22e24fdee0f21ac80d2d6fbf1127fc6df38337c18f37d
eis:ES10:ES10C1:e007:r000,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,ef4a41b3308700028bdc26829461fd5c37e4d44895f9afcd68d5d3f2cd6aa28c
eis:ES10:ES10C1:e007:r001,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,824ead3163131bd36d88a9866ab8208f338f0ea9622fef5822bb5b82895db2b2
eis:ES10:ES10C1:e007:r002,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,bdded5cdd5b929aee56824c251ef53b4019f2a486a23e81dc969dc46a8a544a0
eis:ES10:ES10C1:e007:r003,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,7109bd07bc038acad98ddaa1f135fc7d97e671d98ace031949ee0c9429053505
eis:ES10:ES10C1:e007:r004,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,3abf745a08250e0a238ba10273a2489ab46e568f405171b4722ca30ac419a5a6
eis:ES10:ES10C1:e008:r000,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,189d7d7689af22babdee1a6b7c576ef28ae8d7db60ef03757949366c97cc7493
eis:ES10:ES10C1:e008:r001,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,6337d9d814bb4c4a07cd3b6666a9d6d61b6ffb9dd087c9e66fde824ff0eac254
eis:ES10:ES10C1:e008:r002,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,fb210a574b1a39d5c92321f7365333c38b0496df93de1ac83b3255fb4a5be377
eis:ES10:ES10C1:e008:r003,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,6a8ba85442d7787b7225a6b92abc9caff4006b6d7ac2536852ad566e352294e1
eis:ES10:ES10C1:e008:r004,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,c58e0c92c4ed2d9087ad434d22a4dcbc511ecc7d71003a25e43bda70221e3f26
eis:ES10:ES10C1:e009:r000,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,a778c6da520e3c2883a4a9d54060c64e7971eb89b36067d2545c6e4dbebce101
eis:ES10:ES10C1:e009:r001,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,8e5e6077a4eae68072a4a89ca2f224de7f629bbf1beb0cefb9619062fe508e33
eis:ES10:ES10C1:e009:r002,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,0bf12635fab031a7ac19f26620ea9fc4eca279668578913abecb1c7e49efe261
eis:ES10:ES10C1:e009:r003,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,a6f22ddd2c15e2ed1b252258d5b2c9559ccea8ea06bd1e8fb5200a3b5c7dc9f5
eis:ES10:ES10C1:e009:r004,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,302d7b3d974fb50ccdffaba255b025bfe7bd07e0b779aaf7139fc572c2e97c12
eis:ES10:ES10C1:e010:r000,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,06a24698d08fd4dfb4de7fa0f6ec8aed99d8c2304eaafae945b6c21d85a05c5a
eis:ES10:ES10C1:e010:r001,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,2008d8ae1f86687dfefefc84f28d37c6b19f6a9a9777f17052683a2442de9d77
eis:ES10:ES10C1:e010:r002,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,a765c430e4077e2948b2ae7bf023c2312f57b9fb239aa32c9300203d24d880cd
eis:ES10:ES10C1:e010:r003,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,0f57c7b955163a4c7e8711c2a7d649ab1547fdfc951042866fe0840fc910cc3d
eis:ES10:ES10C1:e010:r004,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,18569e385f93ed3a867f94413da796abc6918beb059203d5bbff47836849557b
eis:ES10:ES10C1:e010:r005,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,197afff908f601031329d30b61656381ba6eb74c1502864a2df5f88a9c077b70
eis:ES10:ES10C1:e011:r000,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,67bb04259634d56684e8cd957b6a1f938f3d400c93e4beb380e9c5bf01e883d1
eis:ES10:ES10C1:e011:r001,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,97f92382ecd6ca7ef6db65f0576d19b4733c776903c6513c5ed6a3bf9e7c2702
eis:ES10:ES10C1:e011:r002,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,51474cf59734e60a3b0e564b18707e4cad397fcf4638fc1de2c193d52a12426f
eis:ES10:ES10C1:e011:r003,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,07a2338d8541dfb025045ba8f22d6d425ff1145b2c54acd524e4017929d09ab9
eis:ES10:ES10C1:e011:r004,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,ec7b21f1612c3d196623fa96d9616da6ddaed022d65700178d7b5bfe9887d4be
eis:ES10:ES10C1:e012:r000,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,cd48b76d36826cd78b8e29aa31d799eaae016bcb169171d11694a9bc44d0a317
eis:ES10:ES10C1:e012:r001,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,0fb098a0c4301015ac4e2ec250712bfd8e82f798c83f0c7fcf0f5c56ceb9e732
eis:ES10:ES10C1:e012:r002,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,e37130ad207d6ab4a6dd20344ad97ff8d5c9a8e6541ba69ae9c1c3107c913b13
eis:ES10:ES10C1:e012:r003,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,db1113c8ee3b2ba589a6e6e210bf0a0c746b5be8297ad05ada707bc11c115994
eis:ES10:ES10C1:e012:r004,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,fe9a400171c78cbd6f7c2d2b63b99e336b3dcb7e07fc51f162d4e921f51e97e6
eis:ES10:ES10C1:e013:r000,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,d864071df5acb38b3d16bd8f61a05848ac00341979949067ccaf7930c1d8dde1
eis:ES10:ES10C1:e013:r001,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,1a96e852bdcb3ad8096c5d1037accba63b45cdf6f3adbeb8a5cb783bdbbe6cb5
eis:ES10:ES10C1:e013:r002,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,9f57f2f3a5a4b1889f6d94814e4676da8b8d2fb5c2969c1cd3c4824c351e3601
eis:ES10:ES10C1:e013:r003,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,ff915cbdfb5043e88b869e018d84f991c44ccb10267a66b17bb786a2564964b2
eis:ES10:ES10C1:e013:r004,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,940bf77a6c9048ee9275f5b7b5a2cdd4444b3eb4e5073d8397bc66e93aef1d50
eis:ES10:ES10C1:e014:r000,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,0c4c2aa19b962811f19ea8598661ea2714b4972f7092d5d5c3a0e289d4daca0b
eis:ES10:ES10C1:e014:r001,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,3a8ca7ceb79223def029861831be317cd5a0b81624d672618177bdc4727de181
eis:ES10:ES10C1:e014:r002,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,a8dbefb1c616066f02f77adc9ef22f40c8cf25703b8d5df91e53a8be4a710aae
eis:ES10:ES10C1:e014:r003,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,dcc946dc6386f1dabd3c675443f66981123b5446089de655657260c23720ac16
eis:ES10:ES10C1:e014:r004,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,b07b847d1bf905fa5407e70c8793ebca58666014c3249c36fe01b7754b3d1af8
eis:ES10:ES10C1:e015:r000,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,a9ba2237d68dac93af1ef56c0a00f02634679df8faa0d92c93029008fec86eee
eis:ES10:ES10C1:e015:r001,eis_matrix,ES10,ES10C1,,"[59,18]",1062,1062,0,0,0,0,0,0,,,a7ac5f62fe799763f054b46bea539d7c254ae67515e44febc45899faff6e8130,495d4f2558a003cca85e9a7902d0f4a4b4e9e9eb17c0a049ba91c97ee3a9c1ca
