provisional_key,batch_path_component,filename_stem,listed_segment_count,listed_member_paths,physical_device_id,batch_identity,protocol_group,row_identity_evidence,status
batch1/24,batch1,24,1,batch1/24.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch1/25,batch1,25,1,batch1/25.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch1/26,batch1,26,1,batch1/26.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch1/27,batch1,27,1,batch1/27.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch1/28,batch1,28,1,batch1/28.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch1/3,batch1,3,1,batch1/3.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch1/4,batch1,4,1,batch1/4.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch1/5,batch1,5,1,batch1/5.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch1/6,batch1,6,1,batch1/6.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch1/7,batch1,7,1,batch1/7.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch1/8,batch1,8,1,batch1/8.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch1/9,batch1,9,1,batch1/9.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch2/1,batch2,1,1,batch2/1.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch2/10,batch2,10,1,batch2/10.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch2/11,batch2,11,1,batch2/11.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch2/12,batch2,12,1,batch2/12.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch2/13,batch2,13,1,batch2/13.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch2/14,batch2,14,1,batch2/14.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch2/15,batch2,15,1,batch2/15.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch2/16,batch2,16,1,batch2/16.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch2/17,batch2,17,1,batch2/17.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch2/18,batch2,18,1,batch2/18.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch2/19,batch2,19,1,batch2/19.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch2/2,batch2,2,1,batch2/2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch2/20,batch2,20,1,batch2/20.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch2/21,batch2,21,1,batch2/21.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch2/22,batch2,22,1,batch2/22.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch2/23,batch2,23,1,batch2/23.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch2/24,batch2,24,1,batch2/24.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch2/25,batch2,25,1,batch2/25.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch2/3,batch2,3,1,batch2/3.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch2/4,batch2,4,1,batch2/4.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch2/5,batch2,5,1,batch2/5.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch2/6,batch2,6,1,batch2/6.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch2/7,batch2,7,1,batch2/7.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch2/8,batch2,8,1,batch2/8.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch2/9,batch2,9,1,batch2/9.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch3/1,batch3,1,3,batch3/1.xls;batch3/1__1.xls;batch3/1__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch3/10,batch3,10,3,batch3/10.xls;batch3/10__1.xls;batch3/10__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch3/11,batch3,11,3,batch3/11.xls;batch3/11__1.xls;batch3/11__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch3/12,batch3,12,3,batch3/12.xls;batch3/12__1.xls;batch3/12__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch3/13,batch3,13,3,batch3/13.xls;batch3/13__1.xls;batch3/13__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch3/14,batch3,14,3,batch3/14.xls;batch3/14__1.xls;batch3/14__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch3/15,batch3,15,3,batch3/15.xls;batch3/15__1.xls;batch3/15__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch3/16,batch3,16,3,batch3/16.xls;batch3/16__1.xls;batch3/16__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch3/17,batch3,17,3,batch3/17.xls;batch3/17__1.xls;batch3/17__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch3/18,batch3,18,3,batch3/18.xls;batch3/18__1.xls;batch3/18__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch3/19,batch3,19,3,batch3/19.xls;batch3/19__1.xls;batch3/19__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch3/2,batch3,2,3,batch3/2.xls;batch3/2__1.xls;batch3/2__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch3/20,batch3,20,3,batch3/20.xls;batch3/20__1.xls;batch3/20__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch3/21,batch3,21,3,batch3/21.xls;batch3/21__1.xls;batch3/21__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch3/22,batch3,22,3,batch3/22.xls;batch3/22__1.xls;batch3/22__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch3/23,batch3,23,3,batch3/23.xls;batch3/23__1.xls;batch3/23__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch3/24,batch3,24,3,batch3/24.xls;batch3/24__1.xls;batch3/24__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch3/25,batch3,25,3,batch3/25.xls;batch3/25__1.xls;batch3/25__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch3/26,batch3,26,3,batch3/26.xls;batch3/26__1.xls;batch3/26__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch3/27,batch3,27,3,batch3/27.xls;batch3/27__1.xls;batch3/27__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch3/28,batch3,28,3,batch3/28.xls;batch3/28__1.xls;batch3/28__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch3/29,batch3,29,3,batch3/29.xls;batch3/29__1.xls;batch3/29__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
batch3/3,batch3,3,3,batch3/3.xls;batch3/3__1.xls;batch3/3__2.xls,UNPROVEN_DO_NOT_INFER_FROM_FILENAME,UNPROVEN_DO_NOT_INFER_FROM_DIRECTORY,UNPROVEN_DO_NOT_INFER_FROM_FILE_COUNT,UNAVAILABLE_ARCHIVE_NOT_EXTRACTED,BLOCKED_ARCHIVE_TEST_AND_IDENTITY
